ID,Name,Category,Description,Nature_Type,Nature_Label,Mosleh,Calories,CookTime,Difficulty,Nationality,Ingredients_List,Recipe_Steps
"dish-7-1766961078330","پیتزا مارگاریتا (Margherita Pizza)","international","پیتزا مارگاریتا یکی از کلاسیک‌ترین و محبوب‌ترین پیتزاهای ایتالیایی است که با ترکیب سس گوجه‌فرنگی معطر، پنیر موتزارلای تازه و برگ‌های ریحان تهیه می‌شود.","balanced","معتدل و تر","آویشن و پودر سیر","680","30","آسان","ایتالیا","خمیر پیتزا آماده:4:عدد | پنیر موتزارلا تازه:400:گرم | گوجه فرنگی پوره شده:480:میلیلیتر | ریحان تازه:100:گرم | روغن زیتون:30:قاشق | سیر له شده:2:حبه | نمک و فلفل و زردچوبه:1:به میزان لازم | نمک و فلفل سیاه:1:به میزان لازم","فر را از قبل روی دمای ۲۲۰ درجه سانتی‌گراد تنظیم کنید تا کاملاً داغ شود. | پوره گوجه‌فرنگی را در تابه ریخته و با سیر له شده، نمک، فلفل سیاه و نیمی از روغن زیتون تفت دهید تا غلیظ شده و طعم سیر به خورد آن برود. | سس گوجه‌فرنگی آماده شده را به طور مساوی روی خمیرها پخش کنید، به طوری که حدود ۲ سانتی‌متر از حاشیه‌ها خالی بماند. | پنیر موتزارلای تازه را به قطعات کوچک تقسیم کرده و به طور یکنواخت روی سطح سس قرار دهید. | پیتزاها را به مدت ۱۵ تا ۲۰ دقیقه در طبقه وسط فر قرار دهید تا لبه‌های خمیر طلایی و پنیر ذوب و برشته شود. | پس از خارج کردن پیتزاها از فر، برگ‌های ریحان تازه را روی آن‌ها چیده و باقی‌مانده روغن زیتون را روی پیتزاها بریزید و بلافاصله سرو کنید."
"dish-7-1766961391029","Pepperoni Pizza (پیتزا پپرونی )","international","یک پیتزای کلاسیک و پرطرفدار بین‌المللی که با ورقه‌های تند پپرونی، پنیر فراوان و عطر دلپذیر آویشن تهیه می‌شود. این دستور برای تهیه ۴ پیتزای انفرادی با کیفیت رستورانی طراحی شده است.","hot","گرم و خشک","روغن زیتون و سبزیجات تازه","820","30","متوسط","ایتالیا","خمیر پیتزا متوسط:4:عدد | کالباس پپرونی ورقه‌ای:300:گرم | پنیر پیتزا مخلوط:500:گرم | فلفل دلمه‌ای سبز:1:عدد | سس کچاپ یا سس قرمز تند:240:میلی‌لیتر | پودر آویشن:0:به میزان لازم","فر را از قبل روی دمای ۲۰۰ درجه سانتی‌گراد گرم کنید تا برای پخت پیتزا کاملاً آماده باشد. | سطح خمیرهای پیتزا را با سس کچاپ یا سس قرمز تند به طور کامل و یکنواخت بپوشانید. | مقداری پودر آویشن را روی سطح سس بپاشید تا عطر آن در حین پخت به تمام لایه‌ها نفوذ کند. | یک لایه نازک از پنیر پیتزای مخلوط را روی سس پخش کنید تا مواد پیتزا به خوبی به خمیر بچسبند. | ورقه‌های کالباس پپرونی را به صورت متراکم و منظم روی لایه پنیر در تمام سطح خمیر بچینید. | فلفل دلمه‌ای سبز را به صورت نگینی ریز خرد کرده و در فضاهای خالی بین پپرونی‌ها پخش کنید. | باقی‌مانده پنیر پیتزا را روی تمامی مواد ریخته و در صورت تمایل مقدار کمی دیگر آویشن روی پنیر بپاشید. | پیتزاها را به مدت ۲۰ دقیقه در طبقه وسط فر قرار دهید تا پنیر کاملاً ذوب و برشته شده و لبه‌های خمیر طلایی شود."
"dish-7-1766963128331","شاه پلو (شاه پلو - آذربایجان)","international","شاه‌پلو یا پرده‌پلو یکی از مجلل‌ترین و اصیل‌ترین غذاهای آذربایجانی است که با ترکیبی از برنج، گوشت بره، مغزیجات و میوه‌های خشک در پوسته‌ای ترد و طلایی از نان لواش پخته می‌شود.","hot","گرم و تر","زعفران یا پیاز ترشی","780","120","متوسط","آذربایجان","برنج باسماتی:540:پیمانه | گوشت بره یا گوساله (مکعبی):500:گرم | پیاز بزرگ (خلالی):1:عدد | کشمش پلویی:150:گرم | آلو خشک:80:گرم | زردآلو خشک:80:گرم | شاه‌بلوط (پخته):150:گرم | کره حیوانی:100:گرم | پودر زردچوبه:0:به میزان لازم | ادویه پلو:0:به میزان لازم | زعفران دم کرده:0:به میزان لازم | نان لواش:6:عدد | نمک و فلفل سیاه و زرد چوبه:1:به میزان لازم","برنج را از چند ساعت قبل در آب نمک خیس کرده و سپس در آب جوش ریخته و زمانی که دانه برنج کمی نرم شد اما مغز آن هنوز سفت است، آن را آبکش کنید. | گوشت مکعبی را با کمی کره تفت دهید تا تغییر رنگ دهد، سپس پیاز خلالی، نمک، فلفل و زردچوبه را اضافه کنید. مقداری آب ریخته و اجازه دهید گوشت با حرارت ملایم کاملاً پخته و آب آن کشیده شود. | در یک تابه جداگانه، کشمش، آلو خشک، زردآلو خشک و شاه‌بلوط‌های پخته را با مقداری کره و ادویه پلو تفت دهید تا میوه‌ها براق و طعم‌دار شوند. | یک قابلمه نچسب عمیق را با نیمی از کره چرب کنید. نان‌های لواش را به صورت نوارهای پهن برش داده و به صورت شعاعی کف و دیواره قابلمه بچینید، به طوری که لبه‌های نان از لبه قابلمه بیرون بماند. | یک لایه از برنج آبکش شده را کف قابلمه (روی نان‌ها) بریزید، سپس لایه‌ای از گوشت و مخلوط میوه‌های خشک را روی آن پخش کنید. این کار را لایه به لایه تکرار کنید تا مواد تمام شوند و لایه آخر برنج باشد. | لبه‌های نان را که از قابلمه بیرون مانده بود، روی برنج برگردانید. باقی‌مانده کره ذوب شده و زعفران دم کرده را روی سطح نان‌ها پخش کنید. | درب قابلمه را گذاشته و آن را در فر با دمای ۱۸۰ درجه سانتی‌گراد یا روی حرارت بسیار ملایم گاز به مدت ۹۰ تا ۱۲۰ دقیقه قرار دهید تا نان‌ها کاملاً ترد و طلایی شوند. | پس از اتمام زمان پخت، قابلمه را در ظرف سرو برگردانید تا شاه‌پلو به شکل یک کیک طلایی خارج شود، سپس آن را برش زده و سرو کنید."
"dish-7-1766972486975","Tom Yum Goong (تام یام تایلندی)","international","سوپ تام یام گونگ یکی از نمادین‌ترین غذاهای تایلندی است که با طعم‌های تند، ترش و معطر شناخته می‌شود. این سوپ به دلیل استفاده از گیاهان دارویی استوایی مانند علف لیمو و گالانگال دارای خواص فراوانی است.","hot","undefined","گشنیز و لیموترش تازه","210","20","متوسط","تایلند","میگو (پوست کنده و رگ گرفته):500:گرم | آب یا آب مرغ:1000:میلی‌لیتر | علف لیمو:2:گرم | گالانگال تازه (یا زنجبیل):6:عدد | برگ لیموترش کافیر:5:عدد | قارچ (صدفی یا دکمه‌ای):100:گرم | سس ماهی:30:میلی‌لیتر | ابلیموی ترش و تازه:45:قاشق | فلفل چیلی قرمز کوچک:3:عدد | پودر فلفل چیلی (اختیاری):0:به میزان لازم | گشنیز تازه برای تزیین:30:گرم","آب یا آب مرغ را در یک قابلمه بزرگ به جوش بیاورید. علف لیمو (کوبیده شده)، گالانگال و برگ‌های لیموترش کافیر را به آن اضافه کنید و اجازه دهید به مدت ۵ دقیقه با حرارت ملایم بجوشد تا عطر گیاهان کاملاً آزاد شود. | قارچ‌ها را اضافه کرده و اجازه دهید ۲ تا ۳ دقیقه بپزند. سپس میگوها را اضافه کنید و تا زمانی که رنگ آن‌ها صورتی و پخته شوند (حدود ۲ تا ۳ دقیقه) به پخت ادامه دهید. | قابلمه را از روی حرارت بردارید. سس ماهی، آب لیموترش تازه و فلفل چیلی خرد شده را اضافه کنید. طعم سوپ را چشیده و در صورت تمایل برای تندی بیشتر، کمی پودر فلفل چیلی اضافه کنید. | سوپ را در کاسه‌های سرو ریخته و با برگ‌های گشنیز تازه تزیین کنید. این غذا معمولاً به صورت داغ و به تنهایی یا در کنار برنج سفید تایلندی سرو می‌شود."
"dish-8-1766794336336","آش رشته","ash","آش رشته یکی از اصیل‌ترین و محبوب‌ترین غذاهای ایرانی است که با ترکیبی از حبوبات، سبزیجات تازه، رشته آشی و کشک تهیه شده و به عنوان یک غذای کامل و سنتی در مناسبت‌های مختلف سرو می‌شود.","cold","سرد و تر","نعنا داغ و زیره","420","120","متوسط","ایران","رشته آشی:200:گرم | سبزی آش (اسفناج، تره، جعفری، گشنیز):500:گرم | آرد نخودچی:100:قاشق | لوبیا چیتی:100:گرم | عدس:100:پیمانه | کشک:240:میلیلیتر | پیاز داغ:1:عدد | نعنا داغ:30:میلیلیتر | سیر داغ:2:حبه | آب:2:میلیلیتر | نمک و فلفل و زردچوبه:1:به میزان لازم | نمک و فلفل و زردچوبه:1:به میزان لازم | نمک و فلفل و زردچوبه:1:به میزان لازم","حبوبات (نخود و لوبیا) را که از شب قبل خیسانده‌اید، با مقداری آب داخل قابلمه بریزید و اجازه دهید کاملاً بپزند. | پس از پخت اولیه حبوبات، عدس را اضافه کنید زیرا زمان پخت کمتری نسبت به سایر حبوبات دارد. | سبزی آش را به همراه زردچوبه و فلفل به قابلمه اضافه کرده و اجازه دهید سبزی‌ها پخته شده و رنگ آن‌ها تغییر کند. | رشته آشی را به آرامی به مواد اضافه کنید و اجازه دهید تا رشته‌ها نرم و حجیم شده و آش لعاب بیندازد. | نیمی از پیاز داغ و کشک را برای طعم‌دهی بهتر در حین پخت به قابلمه اضافه کنید. | اجازه دهید آش با شعله ملایم به خوبی ریزجوش بزند تا تمامی طعم‌ها به خورد هم رفته و آش کاملاً جا بیفتد. | در مرحله آخر میزان نمک را تست کنید (با توجه به شور بودن رشته و کشک) و در صورت نیاز مقداری نمک اضافه نمایید. | آش را در ظرف مورد نظر کشیده و با پیاز داغ، سیر داغ، نعنا داغ و کشک باقی‌مانده تزیین و سرو کنید."
"dish-8-1766799342396","قنبرپلو شیرازی","polo","از غذاهای سنتی استان فارس که با گوشت قلقلی، گردو، کشمش و رب انار طبخ می‌شود.","hot","گرم و خشک","آب انار، سالاد شیرازی، ماست","600","120","متوسط","ایران","برنج:4:پیمانه | گوشت چرخ کرده:400:گرم | گردو خرد شده:100:پیمانه | رب انار:2:قاشق | کشمش پلویی:100:گرم","گوشت را قلقلی کرده و سرخ کنید. | پیاز، گردو و کشمش را تفت داده و رب انار رقیق شده را اضافه کنید تا سس غلیظ شود. | برنج را آبکش کرده و لایه لایه با سس گوشت و گردو دم کنید."
"dish-8-1766876956936","آبگوشت باغی (کرمانشاه)","khorak","این آبگوشت اصیل کرمانشاهی با ترکیبی از گوشت گوسفندی و میوه‌های فصلی تهیه می‌شود و به دلیل وجود قیسی، به و سیب، طعمی ملس و عطری بی‌نظیر دارد که با نان سنگک سرو می‌گردد.","balanced","معتدل (مایل به گرم)","ادویه‌های گرم مانند دارچین و زیره","620","180","متوسط","ایران","گوشت گوسفندی چرب:500:گرم | نخود و لوبیا سفید (خیس شده):200:پیمانه | پیاز بزرگ:1:عدد | سیب درختی (سفت):2:عدد | زردآلو خشک یا قیسی:100:گرم | میوه به:1:عدد | رب گوجه فرنگی:60:قاشق | آب:1.5:میلیلیتر | نمک و فلفل و زردچوبه:0:به میزان لازم | چوب دارچین:1:قطعه","نخود و لوبیا را که از شب قبل خیس کرده‌اید، همراه با گوشت و پیاز خرد شده و آب در قابلمه ریخته و روی حرارت قرار دهید تا به جوش آید، سپس شعله را ملایم کنید تا مواد به آرامی بپزند. | پس از نیم‌پز شدن گوشت و حبوبات (حدود ۹۰ دقیقه بعد)، زردچوبه و فلفل را به غذا اضافه کنید. | میوه به و سیب را شسته، هسته آن‌ها را جدا کرده و به قطعات متوسط خرد کنید. سپس آن‌ها را همراه با قیسی شسته شده به آبگوشت اضافه نمایید. | رب گوجه‌فرنگی را در مقداری روغن تفت دهید تا رنگ آن باز شود و سپس به همراه نمک و چوب دارچین به قابلمه بیفزایید. | اجازه دهید غذا با حرارت بسیار ملایم به مدت یک ساعت دیگر کاملاً جا بیفتد تا طعم میوه‌ها در آبگوشت آزاد شده و غذا لعاب‌دار شود. | در پایان، چوب دارچین را خارج کرده، آب آبگوشت را در کاسه جداگانه ریخته و مواد گوشتی و میوه‌ها را می‌توانید به صورت کوبیده یا نکوبیده در کنار نان سنگک و سبزی خوردن سرو کنید."
"dish-8-1766877137846","کتلت مرغ زعفرانی","khorak","کتلت مرغ زعفرانی یکی از غذاهای لذیذ، ترد و معطر ایرانی است که به دلیل استفاده از زعفران و پودر سوخاری، طعمی مجلسی و ظاهری اشتهاآور دارد. این غذا گزینه‌ای عالی برای وعده‌های ناهار و شام است.","cold","سرد و تر","زعفران و پودر سیر","850","45","متوسط","ایران","سینه مرغ چرخ‌شده:500:گرم | سیب‌زمینی آب‌پز و رنده شده:400:گرم | پیاز بزرگ رنده شده:1:عدد | زعفران دم‌کرده:1:به میزان لازم | تخم‌مرغ:1:عدد | نمک و فلفل و زردچوبه:0:به میزان لازم | پودر سیر:0:حبه | پودر سوخاری:100:گرم | روغن مایع:1:به میزان لازم","ابتدا سینه مرغ چرخ‌شده را در یک ظرف بزرگ ریخته و سیب‌زمینی‌های آب‌پز و رنده شده را که پس از پخت کاملاً خنک شده‌اند به آن اضافه کنید. | پیاز رنده شده را با دست کاملاً فشار دهید تا آب اضافی آن گرفته شود، سپس پیاز را همراه با زعفران دم‌کرده و ادویه‌ها شامل نمک، فلفل، زردچوبه و پودر سیر به ظرف مواد بیفزایید. | تخم‌مرغ را به ترکیب اضافه کرده و مایه کتلت را به خوبی با دست ورز دهید تا کاملاً یکدست شده و انسجام کافی پیدا کند. | از مایه کتلت به اندازه یک گردو برداشته، در دست به شکل بیضی یا گرد فرم دهید و سپس آن را در پودر سوخاری بغلتانید تا تمام سطح آن را پوشش دهد. | در یک تابه مناسب روغن مایع ریخته و روی حرارت ملایم قرار دهید؛ پس از داغ شدن روغن، کتلت‌ها را با احتیاط داخل تابه چیده و سرخ کنید تا هر دو طرف آن‌ها طلایی و برشته شود. | کتلت‌های آماده شده را روی دستمال حوله‌ای مخصوص قرار دهید تا روغن اضافی آن‌ها جذب شود و سپس در کنار دورچین دلخواه با نان یا برنج سرو کنید."
"dish-8-1766881812358","شوربا بلغور","khorak","شوربا بلغور یک پیش‌غذا یا غذای اصلی سنتی، مقوی و خوشمزه ایرانی است که به دلیل استفاده از بلغور گندم و عصاره گوشت، سرشار از فیبر و پروتئین بوده و گزینه‌ای عالی برای روزهای سرد سال و تقویت سیستم ایمنی بدن محسوب می‌شود.","hot","گرم و خشک (به دلیل گندم)","روغن حیوانی، گوشت یا آب گوشت","285","75","متوسط","ایران","بلغور گندم:270:گرم | پیاز بزرگ:1:عدد | عصاره قلم یا آب گوشت:1000:میلی‌لیتر | آب جوش:500:میلیلیتر | گوجه فرنگی رنده شده:2:عدد | رب گوجه فرنگی:40:قاشق | نعنا خشک:10:گرم | روغن مایع:1:به میزان لازم | نمک و فلفل و زردچوبه:1:به میزان لازم | نمک و فلفل و زردچوبه:1:به میزان لازم | فلفل قرمز:0:به میزان لازم","بلغور گندم را از چند ساعت قبل در مقداری آب خیس کرده و پیش از شروع پخت، آن را آبکش کنید. | پیاز را به صورت نگینی و یکدست خرد کرده و در یک قابلمه مناسب با نیمی از روغن مایع تفت دهید تا سبک و به رنگ طلایی درآید. | زردچوبه و رب گوجه فرنگی را به پیاز اضافه کرده و حدود ۲ دقیقه تفت دهید تا بوی خامی رب گرفته شده و رنگ آن باز شود. | گوجه‌فرنگی‌های رنده شده را به قابلمه اضافه کنید و اجازه دهید کمی تفت بخورد تا آب اضافی آن کشیده شود. | بلغور خیس خورده را به مواد اضافه کرده و سپس عصاره قلم یا آب گوشت را به همراه آب جوش به قابلمه بیفزایید. | پس از به جوش آمدن محتویات قابلمه، حرارت را کم کرده و درب آن را بگذارید تا بلغور به مدت ۶۰ تا ۷۵ دقیقه کاملاً بپزد و شکفته شود. | در یک تابه کوچک، باقی‌مانده روغن را داغ کرده، نعنا خشک و فلفل قرمز را به آن اضافه کنید و تنها چند ثانیه تفت دهید تا نعنا نسوزد؛ نیمی از این نعنا داغ را داخل شوربا بریزید. | در انتهای پخت، نمک غذا را اندازه کنید و پس از اینکه شوربا کاملاً جا افتاد و غلیظ شد، آن را در ظرف مورد نظر کشیده و با باقی‌مانده نعنا داغ تزیین کنید."
"dish-8-1766883317767","خورش کدو حلوایی شیرین","stew","خورش کدو حلوایی یکی از غذاهای اصیل و خوش‌طعم پاییزی ایرانی است که با ترکیبی از کدو، گوشت و آلو، طعمی ملس و لذیذ دارد. این خورش به دلیل داشتن کدو حلوایی و آلو، منبع غنی از ویتامین‌ها و فیبر است.","cold","سرد و تر","عسل، زیره، دارچین، هل","430","150","متوسط","ایران","کدو حلوایی پوست‌کنده و مکعبی خرد شده:500:گرم | گوشت خورشتی:300:گرم | پیاز متوسط:2:عدد | آلو بخارا:10:عدد | شکر یا شیره انگور:30:پیمانه | زعفران دم‌کرده:1:به میزان لازم | آب جوش:500:میلیلیتر | دارچین و هل:0:به میزان لازم | نمک و فلفل سیاه و زرد چوبه:1:به میزان لازم | روغن مایع:0:به میزان لازم","پیازها را به صورت نگینی خرد کرده و در یک قابلمه مناسب با مقداری روغن مایع تفت دهید تا سبک و طلایی شوند. | گوشت‌های خورشتی خرد شده را به پیازها اضافه کنید و همراه با زردچوبه و فلفل سیاه تفت دهید تا رنگ گوشت تغییر کرده و عطر ادویه‌ها خارج شود. | ۵۰۰ میلی‌لیتر آب جوش به قابلمه اضافه کرده و حرارت را ملایم کنید تا گوشت به مدت حدود ۲ ساعت کاملاً پخته و نرم شود. | در مدتی که گوشت می‌پزد، تکه‌های کدو حلوایی مکعبی را در تابه‌ای جداگانه با کمی روغن تفت دهید تا اطراف آن‌ها طلایی شود؛ این کار از له شدن کدوها در خورش جلوگیری می‌کند. | پس از پخت کامل گوشت، کدوهای تفت داده شده و آلوهای بخارا را که از قبل کمی خیسانده‌اید به قابلمه خورش اضافه کنید. | در ۲۰ دقیقه پایانی پخت، زعفران دم‌کرده، شکر (یا شیره انگور)، نمک، دارچین و هل را به خورش اضافه کنید و اجازه دهید خورش با حرارت بسیار کم جا بیفتد و روغن بیندازد."
"dish-8-1766883592583","خورش آلو مسما","stew","یک خورش اصیل و مجلسی گیلانی با طعمی ملس که از ترکیب مرغ، آلو خورشتی و قیسی تهیه می‌شود و به خاطر پیاز داغ فراوانش بسیار لذیذ است.","cold","سرد و تر","زعفران، فلفل سیاه، زنجبیل","450","90","متوسط","ir","مرغ (سینه یا ران):800:گرم | آلو سیاه (آلو خورشتی):150:گرم | قیسی:50:عدد | پیاز:3:عدد | شکر:30:به میزان لازم | زعفران دم‌کرده:0:به میزان لازم | رب گوجه فرنگی:30:قاشق | نمک و فلفل و زردچوبه:0:به میزان لازم | روغن زیتون:60:قاشق | آب:500:میلیلیتر","تکه‌های مرغ را به نمک، فلفل و زردچوبه آغشته کرده و در تابه با نیمی از روغن سرخ کنید تا تمام اطراف آن طلایی شود، سپس مرغ‌ها را کنار بگذارید. | پیازها را به صورت خلالی نازک خرد کرده و در مابقی روغن تفت دهید تا کاملاً کاراملی و طلایی شوند (پیاز داغ فراوان در این خورش اهمیت زیادی دارد). | رب گوجه فرنگی را به پیاز داغ اضافه کرده و ۲ دقیقه تفت دهید تا رنگ باز کند و بوی خامی آن گرفته شود. | تکه‌های مرغ را به قابلمه برگردانده و ۵۰۰ میلی‌لیتر آب اضافه کنید. اجازه دهید با حرارت ملایم بپزد. | آلوها و قیسی‌ها را که از قبل در آب خیس کرده‌اید، آبکشی کرده و در روغن جداگانه کمی تفت دهید تا در حین پخت شکل خود را حفظ کنند، سپس در میانه پخت به مرغ اضافه کنید. | در ۲۰ دقیقه پایانی، شکر و زعفران دم‌کرده را به خورش اضافه کنید و اجازه دهید خورش کاملاً غلیظ شده، کم‌آب شود و به روغن بیفتد."
"dish-8-1766883843657","خورش خلال کرمانشاه","stew","یکی از اصیل‌ترین و لذیذترین خورش‌های استان کرمانشاه که با گوشت گوسفندی، خلال بادام درختی و زرشک سیاه تهیه می‌شود و عطری بی‌نظیر دارد.","hot","گرم و تر","زرشک سیاه، لیمو عمانی","550","150","متوسط","ir","گوشت گوسفندی (ریز خرد شده):400:گرم | خلال بادام درختی:200:گرم | زرشک سیاه:60:پیمانه | پیاز متوسط:2:عدد | لیمو عمانی:3:به میزان لازم | گلاب:120:قاشق | زعفران دم‌کرده غلیظ:1:به میزان لازم | چوب دارچین:1:قطعه | روغن حیوانی کرمانشاهی:45:میلی‌لیتر | رب گوجه فرنگی:30:قاشق | نمک، زردچوبه و فلفل:0:به میزان لازم","خلال بادام را در مخلوط گلاب و مقداری آب گرم به مدت حداقل ۱ ساعت خیس کنید تا نرم و شفاف شود. | پیازها را نگینی خرد کرده و در روغن حیوانی کرمانشاهی تفت دهید تا سبک و طلایی شوند، سپس گوشت‌های ریز خرد شده را اضافه کرده و تفت دهید تا رنگ گوشت تغییر کند. | زردچوبه و رب گوجه‌فرنگی را اضافه کرده و کمی تفت دهید تا خامی رب گرفته شده و رنگ آن باز شود. | آب جوش را به قابلمه اضافه کنید و اجازه دهید گوشت با حرارت ملایم بپزد. | پس از نیم‌پز شدن گوشت، خلال بادام را همراه با زعفران دم‌کرده و چوب دارچین به خورش اضافه کنید. | لیمو عمانی‌ها را سوراخ کرده و در یک ساعت آخر پخت به خورش اضافه کنید تا طعم خود را به غذا بدهند. | وقتی خورش کاملاً جا افتاد و به روغن نشست، چوب دارچین را خارج کنید. زرشک سیاه را که از قبل شسته‌اید، جداگانه با کمی روغن تفت داده و در دقایق پایانی به خورش اضافه کرده و سپس سریع سرو کنید."
"dish-8-1766884212693","سیر قلیه گیلانی","stew","سیر قلیه یکی از خورش‌های اصیل و لذیذ استان گیلان است که با ترکیب برگ سیر تازه، لپه و مرغ تهیه می‌شود و طعمی منحصربه‌فرد و عطری فوق‌العاده دارد.","hot","گرم و خشک","آبغوره، برنج کته","420","90","متوسط","ir","برگ سیر تازه خرد شده:40:حبه | تکه گوشت مرغ یا اردک:800:گرم | لپه:100:پیمانه | تخم‌مرغ:3:عدد | آبغوره:120:قاشق | نمک و فلفل و زردچوبه:0:به میزان لازم | روغن به میزان لازم:0:به میزان لازم","لپه را از قبل خیس کرده، سپس به صورت جداگانه بپزید و پس از پخت کامل آبکش کنید. | تکه‌های مرغ یا اردک را با کمی زردچوبه و مقدار کافی آب روی حرارت قرار دهید تا کاملاً مغزپخت و نرم شوند. | برگ سیرهای تازه و خرد شده را در تابه با مقداری روغن تفت دهید تا رنگ آن‌ها کمی تغییر کند و نرم شوند، سپس تخم‌مرغ‌ها را به آن اضافه کرده و هم بزنید تا تخم‌مرغ‌ها کاملاً بسته شوند. | مخلوط سیر و تخم‌مرغ آماده شده را همراه با لپه پخته به قابلمه حاوی مرغ اضافه نمایید. | آبغوره، نمک و فلفل را برای طعم‌دار کردن افزوده و اجازه دهید خورش به مدت ۱۰ تا ۱۵ دقیقه روی حرارت ملایم بجوشد تا طعم‌ها با هم ترکیب شده و خورش کاملاً جا بیفتد."
"dish-8-1766956020736","سوپ کدو حلوایی","soup","سوپ کدو حلوایی یکی از خوش‌طعم‌ترین و مقوی‌ترین سوپ‌های فصل پاییز و زمستان است که با بافتی مخملی و ترکیبی از ادویه‌های گرم، تجربه‌ای لذیذ را فراهم می‌کند.","cold","undefined","عسل، دارچین، زنجبیل، گردو","245","50","متوسط","ir","کدو حلوایی:1000:گرم | پیاز:1:عدد | سیب‌زمینی:150:عدد | هویج:200:گرم | زنجبیل تازه:10:به میزان لازم | خامه صبحانه:50:گرم | آب مرغ:720:میلی‌لیتر | کره:30:گرم | چوب دارچین:1:قطعه | جوز هندی:0:به میزان لازم | نمک و فلفل و زردچوبه:0:به میزان لازم | نمک و فلفل سیاه:1:به میزان لازم","پیاز را نگینی خرد کرده و در قابلمه با کره تفت دهید تا کاملاً نرم و سبک شود. | کدو حلوایی، هویج و سیب‌زمینی را پوست گرفته و خرد کنید، سپس به پیاز اضافه کرده و ۵ دقیقه تفت دهید. | آب مرغ، زنجبیل تازه و چوب دارچین را اضافه کرده و اجازه دهید مواد با درب بسته حدود ۴۰ دقیقه با حرارت ملایم بپزند. | تکه زنجبیل تازه و چوب دارچین را خارج کرده و تمام محتویات قابلمه را با گوشت‌کوب برقی یا مخلوط‌کن پوره کنید تا بافتی کاملاً یکدست پیدا کند. | پوره را به قابلمه برگردانید و نمک، فلفل سیاه، زردچوبه و جوز هندی را برای طعم‌دهی اضافه کنید. | در مرحله آخر خامه را اضافه کرده و هم بزنید تا فقط گرم شود، سپس سوپ را در ظرف سرو کشیده و با تخمه کدو تزیین کنید."
"dish-8-1766956416038","چیکن برگر (International)","international","یک غذای بین‌المللی لذیذ و سالم که از ترکیب سینه مرغ تازه با سبزیجات معطر و ادویه‌های خاص تهیه می‌شود. این برگر به دلیل استفاده از نان سبوس‌دار و روش پخت با روغن کم، گزینه‌ای مناسب برای رژیم‌های غذایی متعادل است.","cold","سرد و تر","زنجبیل، فلفل قرمز","420","30","ساده","آمریکا","سینه مرغ چرخ شده:600:گرم | سیر له شده:2:حبه | جعفری خرد شده:40:گرم | زنجبیل رنده شده:10:به میزان لازم | نمک و فلفل و زردچوبه:1:به میزان لازم | فلفل قرمز:0:به میزان لازم | نان سبوس‌دار:4:عدد | کاهو:100:گرم | خیارشور:100:عدد | سس خردل:60:میلی‌لیتر | روغن مایع:1:به میزان لازم","سینه مرغ چرخ شده را در یک ظرف گود ریخته و سیر له شده، جعفری خرد شده، زنجبیل رنده شده، نمک و فلفل قرمز را به آن اضافه کنید. | مواد را به خوبی با دست ورز دهید تا کاملاً با هم ترکیب شده و بافتی یکنواخت و چسبنده پیدا کنند. | دست خود را با کمی آب مرطوب کرده و مایه مرغ را به ۴ قسمت مساوی تقسیم کنید؛ سپس هر قسمت را به شکل دایره‌ای و به ضخامت تقریبی ۲ سانتی‌متر فرم دهید. | یک تابه نچسب را با روغن مایع چرب کرده و روی حرارت متوسط قرار دهید. برگرها را در تابه چیده و هر طرف را حدود ۴ تا ۵ دقیقه سرخ کنید تا مغزپخت شوند. | توجه داشته باشید که از سرخ کردن بیش از حد خودداری کنید تا رطوبت سینه مرغ حفظ شده و برگر خشک نشود. | نان‌های سبوس‌دار را باز کرده، لایه داخلی را به سس خردل آغشته کنید و سپس چیکن برگر را به همراه برگ‌های کاهو و برش‌های خیارشور داخل نان چیده و سرو نمایید."
"dish-8-1766956905814","چنجه کباب","kabab","یکی از لذیذترین و قدیمی‌ترین کباب‌های ایرانی که از تکه‌های گوشت تازه بره تهیه می‌شود و به دلیل بافت نرم و آبدارش طرفداران زیادی دارد.","hot","گرم و تر","سماق، گشنیز، آب نارنج، دوغ با نعنا","550","30","متوسط","ایران","گوشت راسته یا فیله گوسفندی:700:گرم | پیاز:3:عدد | روغن زیتون:4:قاشق | ابلیموی ترش و تازه:2:قاشق | نمک و فلفل سیاه و زرد چوبه:1:به میزان لازم | دنبه گوسفندی:100:گرم | ماست:2:میلیلیتر","گوشت را به قطعات مکعبی منظم (حدود ۲ تا ۳ سانتیمتر) برش دهید. | پیازها را رنده کرده و آب آن را بگیرید (یا خلالی ریز خرد کنید) و به گوشت اضافه کنید. | روغن زیتون، فلفل سیاه و ماست را به گوشت اضافه کرده و خوب ماساژ دهید. | گوشت را حداقل ۱۲ ساعت در یخچال قرار دهید تا بیات و نرم شود (نمک و آبلیمو را در این مرحله نزنید چون گوشت را سفت می‌کند). | نیم ساعت قبل از به سیخ کشیدن، نمک و آبلیمو را اضافه کنید. | گوشت‌ها را به سیخ بکشید (می‌توانید یک در میان دنبه بگذارید) و روی ذغال داغ با حرارت بالا کباب کنید تا آبدار بماند."
